# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=40, N=50, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Vll(MeV),Vlp(MeV),Vln(MeV),VNp(MeV),VNn(MeV),Vcoul(MeV)
7.95,-0.06461982463978769,0.0,0.0,-0.20542396855297135,-0.1516807108681554,7.245020003779335
8.0,-0.05787275608051995,0.0,0.0,-0.1841273764578637,-0.13565414374666676,7.199763314030095
8.05,-0.05184538137576619,0.0,0.0,-0.16508209168946544,-0.12136069404639063,7.155066441321621
8.1,-0.046459373074264544,0.0,0.0,-0.14804572708214186,-0.10860891503968659,7.110919253912416
8.15,-0.041645073850735057,0.0,0.0,-0.1328023878222159,-0.09722887605202268,7.067311844791918
8.200000000000001,-0.03734052670921863,0.0,0.0,-0.11915975210696296,-0.08706972039161118,7.024234527320572
8.25,-0.033490613459198196,0.0,0.0,-0.10694647175199931,-0.07799749942889107,6.9816778307625444
8.3,-0.030046289691302946,0.0,0.0,-0.0960098588426492,-0.06989325252775859,6.939632495744485
8.35,-0.026963905658376794,0.0,0.0,-0.08621382776929011,-0.06265130556531448,6.8980894696690305
8.4,-0.0242046035558728,0.0,0.0,-0.07743706501323759,-0.05617776358540066,6.85703990210759
8.450000000000001,-0.02173378269231482,0.0,0.0,-0.06957140184655757,-0.05038917570867273,6.81647514019318
8.5,-0.019520624948210163,0.0,0.0,-0.06252036767541642,-0.045211352771479564,6.776386724031052
8.55,-0.017537673744190883,0.0,0.0,-0.05619790409706167,-0.040578320296019474,6.736766382141949
8.6,-0.01576046048118339,0.0,0.0,-0.05052722186460016,-0.0364313913165379,6.697606026950493
8.65,-0.014167173082683494,0.0,0.0,-0.04543978487374872,-0.03271834531469141,6.658897750329115
8.700000000000001,-0.012738361867517055,0.0,0.0,-0.04087440701532204,-0.029392701066168342,6.620633819206068
8.75,-0.011456678516548328,0.0,0.0,-0.036776449290616735,-0.026413072584969978,6.582806671244558
8.8,-0.01030664437455052,0.0,0.0,-0.0330971059792376,-0.02374259858660074,6.545408910598621
8.85,-0.009274444754040718,0.0,0.0,-0.02979276989370762,-0.021348436990264133,6.508433303750172
8.9,-0.008347746286666714,0.0,0.0,-0.026824467866847033,-0.019201316956938445,6.4718727754307634
8.950000000000001,-0.007515534704334204,0.0,0.0,-0.02415735860883907,-0.017275141827033068,6.4357204046305085
9.0,-0.00676797073109482,0.0,0.0,-0.02176028595323455,-0.015546637089771354,6.399969420696097
9.05,-0.006096262031928723,0.0,0.0,-0.019605381296130393,-0.013995038197101715,6.364613199519029
9.1,-0.0054925493995632005,0.0,0.0,-0.017667709730432902,-0.012601813637327031,6.32964525981468
9.15,-0.004949805568660149,0.0,0.0,-0.015924954996752654,-0.011350419216378468,6.295059259492426
9.200000000000001,-0.004461745231111089,0.0,0.0,-0.01435713892265881,-0.010226079965689413,6.2608489921164985
9.25,-0.004022744989389873,0.0,0.0,-0.012946371510096586,-0.00921559651176637,6.227008383457115
9.3,-0.003627772129384976,0.0,0.0,-0.011676628263779892,-0.008307173110222868,6.193531488130932
9.35,-0.0032723212219646046,0.0,0.0,-0.010533551737339265,-0.007490264871740213,6.1604124863297836
9.4,-0.0029523576756183144,0.0,0.0,-0.009504274614405575,-0.006755441994121604,6.127645680636444
9.450000000000001,-0.002664267462589758,0.0,0.0,-0.008577261943639284,-0.006094269067797649,6.095225492925928
9.5,-0.0024048123294213774,0.0,0.0,-0.007742170414189021,-0.005499197745631013,6.063146461350822
9.55,-0.0021710898811581445,0.0,0.0,-0.00698972279523241,-0.004963471265248833,6.03140323740895
9.600000000000001,-0.001960497997742802,0.0,0.0,-0.006311595873435665,-0.004481039486380744,5.999990583091609
9.65,-0.0017707031024466052,0.0,0.0,-0.005700320408509858,-0.0040464832595541,5.968903368110639
9.700000000000001,-0.0015996118564469415,0.0,0.0,-0.00514919179226216,-0.003654947078421272,5.938136567202418
9.75,-0.0014453459016849737,0.0,0.0,-0.004652190243010509,-0.0033020790880175506,5.907685257506924
9.8,-0.001306219316658507,0.0,0.0,-0.004203909497139938,-0.0029839776273150025,5.8775446160200175
9.850000000000001,-0.0011807184874549582,0.0,0.0,-0.003799493074803098,-0.002697143578149436,5.847709917116974
9.9,-0.0010674841296711187,0.0,0.0,-0.0034345772989711094,-0.002438437875421072,5.818176530145463
9.950000000000001,-0.0009652952264100559,0.0,0.0,-0.0031052403377515112,-0.0022050436067021706,5.788939917086027
10.0,-0.000873054673717751,0.0,0.0,-0.0028079566203731577,-0.0019944321941308837,5.759995630278219
10.05,-0.0007897764480226251,0.0,0.0,-0.0025395560486976237,-0.0018043332087426952,5.731339310210599
10.100000000000001,-0.0007145741307124859,0.0,0.0,-0.0022971874895708583,-0.0016327074180727415,5.702966683372703
10.15,-0.0006466506432208812,0.0,0.0,-0.002078286089671231,-0.0014777227126994436,5.674873560167279
10.200000000000001,-0.0005852890621799049,0.0,0.0,-0.0018805440045836196,-0.001337732597112215,5.647055832880997
10.25,-0.0005298443985543283,0.0,0.0,-0.001701884178314626,-0.001211256965442791,5.619509473711927
10.3,-0.00047973623741647556,0.0,0.0,-0.001540436849006961,-0.0010969649137440134,5.592230532852152
10.350000000000001,-0.0004344421463401808,0.0,0.0,-0.0013945184917786891,-0.0009936593681057447,5.565215136623804
10.4,-0.0003934917704412917,0.0,0.0,-0.001262612940879887,-0.000900263332356644,5.538459485667018
10.450000000000001,-0.0003564615410240935,0.0,0.0,-0.0011433544611853877,-0.0008158075807995195,5.5119598531781895
10.5,-0.0003229699327284014,0.0,0.0,-0.001035512563798102,-0.0007394196406669792,5.485712583197022
10.55,-0.00029267321112879226,0.0,0.0,-0.0009379783825798852,-0.0006703139260605608,5.459714088940953
10.600000000000001,-0.00026526161901157315,0.0,0.0,-0.0008497524480495961,-0.0006077829002905088,5.433960851185444
10.65,-0.00024045595513764095,0.0,0.0,-0.0007699337125703085,-0.000551189156990672,5.408449416688807
10.700000000000001,-0.00021800450426629338,0.0,0.0,-0.0006977096963203879,-0.0004999583223345884,5.383176396660207
10.75,-0.00019768028163704107,0.0,0.0,-0.0006323476374242469,-0.00045357269129931636,5.358138465269483
10.8,-0.00017927855904359825,0.0,0.0,-0.0005731865419925163,-0.00041156552036204097,5.333332358197602
10.850000000000001,-0.00016261464314154365,0.0,0.0,-0.0005196300408568457,-0.0003735159074077198,5.30875487122642
10.9,-0.00014752187975569956,0.0,0.0,-0.0004711399696269217,-0.00033904419708991344,5.2844028588666365
10.950000000000001,-0.0001338498607387789,0.0,0.0,-0.0004272305974817093,-0.00030780785652889057,5.260273233022729
11.0,-0.00012146281241603165,0.0,0.0,-0.0003874634379458406,-0.0002794977721424811,5.236362961693764
11.05,-0.0001102381468649353,0.0,0.0,-0.00035144258190047387,-0.00025383492366674664,5.212669067709028
11.100000000000001,-0.00010006515925551014,0.0,0.0,-0.00031881049933056197,-0.00023056739611291102,5.189188627497356
11.15,-9.08438562392905e-5,0.0,0.0,-0.0002892442618921984,-0.00020946769458093855,5.165918769889216
11.200000000000001,-8.248390194961863e-5,0.0,0.0,-0.0002624521433751279,-0.00019033033057361324,5.1428566749505205
11.25,-7.490366958117444e-5,0.0,0.0,-0.00023817055959470483,-0.0001729696517722055,5.119999572847209
11.3,-6.802938777214913e-5,0.0,0.0,-0.00021616131323508723,-0.00015721789019415425,5.097344742739691
11.350000000000001,-6.179437213449154e-5,0.0,0.0,-0.00019620911273253306,-0.0001429234062936026,5.0748895117062665
11.4,-5.613833327987185e-5,0.0,0.0,-0.0001781193374767884,-0.0001299491089205224,5.052631253694632
11.450000000000001,-5.1006753585808195e-5,0.0,0.0,-0.000161716024464601,-0.00011817103315834715,5.03056738850063
11.5,-4.635032574767284e-5,0.0,0.0,-0.00014684005409366376,-0.00010747705993706559,5.008695380773495
11.55,-4.212444687960767e-5,0.0,0.0,-0.00013334751507363036,-9.776576299688877e-5,4.987012739046716
11.600000000000001,-3.828876256896155e-5,0.0,0.0,-0.00012110823047942459,-8.894537027630128e-5,4.96551701479384
11.65,-3.4806755863161895e-5,0.0,0.0,-0.00011000442880724321,-8.09328281380225e-5,4.944205801508424
11.700000000000001,-3.164537668226338e-5,0.0,0.0,-9.992954553842338e-5,-7.365295804463896e-5,4.923076733807484
11.75,-2.8774707610811945e-5,0.0,0.0,-9.07871421898508e-5,-6.703769636672938e-5,4.902127486557681
11.8,-2.6167662435248608e-5,0.0,0.0,-8.248993115098747e-5,-6.102540896495521e-5,4.881355774023643
11.850000000000001,-2.3799714162783195e-5,0.0,0.0,-7.495889579251212e-5,-5.5560273045508305e-5,4.860759349037747
11.9,-2.164864958889921e-5,0.0,0.0,-6.812249639395237e-5,-5.059171955594417e-5,4.8403360021907575
11.950000000000001,-1.9694347777805728e-5,0.0,0.0,-6.19159533913719e-5,-4.607393007630201e-5,4.8200835610426696
12.0,-1.791858008647415e-5,0.0,0.0,-5.628060030148469e-5,-4.1965382776156416e-5,4.799999889353262
12.05,-1.6304829601871427e-5,0.0,0.0,-5.1163299446542816e-5,-3.822844256011306e-5,4.780082886331706
12.100000000000001,-1.4838128075448016e-5,0.0,0.0,-4.651591429388519e-5,-3.4828991018956716e-5,4.760330485904737
12.15,-1.3504908631290378e-5,0.0,0.0,-4.229483284293789e-5,-3.1736092246858036e-5,4.740740656002827
12.200000000000001,-1.2292872697165454e-5,0.0,0.0,-3.8460537048777114e-5,-2.8921690982855013e-5,4.7213113978638965
12.25,-1.1190869762744016e-5,0.0,0.0,-3.49772137708433e-5,-2.6360339891337635e-5,4.702040745354002
12.3,-1.0188788708617916e-5,0.0,0.0,-3.1812403184389405e-5,-2.4028953116330937e-5,4.6829267643045664
12.350000000000001,-9.277459574904783e-6,0.0,0.0,-2.893668099588272e-5,-2.190658353161257e-5,4.663967551865678
12.4,-8.448564750654298e-6,0.0,0.0,-2.6323371166236833e-5,-1.997422136644409e-5,4.645161235875006
12.450000000000001,-7.694558666402417e-6,0.0,0.0,-2.3948286172141595e-5,-1.8214612118342666e-5,4.626505974241864
12.5,-7.0085951630602575e-6,0.0,0.0,-2.1789492129081882e-5,-1.6612091872194778e-5,4.607999954346079
12.55,-6.384461792063734e-6,0.0,0.0,-1.9827096363667573e-5,-1.5152438331915562e-5,4.589641392451168
12.600000000000001,-5.816520375207616e-6,0.0,0.0,-1.804305526041052e-5,-1.3822736038766866e-5,4.571428533131479
12.65,-5.299653218707931e-6,0.0,0.0,-1.642100042183677e-5,-1.2611254401384963e-5,4.553359648712885
12.700000000000001,-4.8292144355491825e-6,0.0,0.0,-1.4946081373291096e-5,-1.1507337298309658e-5,4.535433038726706
12.75,-4.400985883720951e-6,0.0,0.0,-1.3604823217013419e-5,-1.0501303135869022e-5,4.517647029376423
12.8,-4.011137276162667e-6,0.0,0.0,-1.2384997796110313e-5,-9.584354354076194e-6,4.4999999730168945
12.850000000000001,-3.656190061657011e-6,0.0,0.0,-1.1275507069590975e-5,-8.748495472041586e-6,4.482490247645725
12.9,-3.3329847149974477e-6,0.0,0.0,-1.02662775262132e-5,-7.986458853293133e-6,4.465116256406443
12.950000000000001,-3.0386511099949438e-6,0.0,0.0,-9.34816457901189e-6,-7.291637451514432e-6,4.44787642710316
13.0,-2.7705816806100423e-6,0.0,0.0,-8.512865985157645e-6,-6.658023869269669e-6,4.430769211726457
13.05,-2.5264071041058423e-6,0.0,0.0,-7.75284342850071e-6,-6.080155127243928e-6,4.413793085990131
13.100000000000001,-2.3039742658969804e-6,0.0,0.0,-7.061251485707987e-6,-5.553062600032964e-6,4.3969465488785415
13.15,-2.1013262890075908e-6,0.0,0.0,-6.431873272239279e-6,-5.072226627217992e-6,4.380228122204309
